1,08:00,6,1,0
1,08:01,5,1,0
1,08:02,4,1,0
1,08:03,3,1,0
1,08:04,2,1,0
1,08:05,1,1,0
1,08:06,15,2,1
1,08:07,14,2,1
1,08:08,13,2,1
1,08:09,12,2,1
1,08:10,11,2,1
1,08:11,10,2,1
1,08:12,9,2,1
1,08:13,8,2,1
1,08:14,7,2,1
1,08:15,6,2,1
1,08:16,5,2,1
1,08:17,4,2,1
1,08:18,3,2,1
1,08:19,2,2,1
1,08:20,1,2,1
1,08:21,15,1,0
1,08:22,14,1,0
1,08:23,13,1,0
1,08:24,12,1,0
1,08:25,11,1,0
1,08:26,10,1,0
1,08:27,9,1,0
1,08:28,8,1,0
1,08:29,7,1,0
1,08:30,6,1,0
1,08:31,5,1,0
1,08:32,4,1,0
1,08:33,3,1,0
1,08:34,2,1,0
1,08:35,1,1,0
1,08:36,15,1,0
1,08:37,14,1,0
1,08:38,13,1,0
1,08:39,12,1,0
1,08:40,11,1,0
1,08:41,10,1,0
1,08:42,9,1,0
1,08:43,8,1,0
1,08:44,7,1,0
1,08:45,6,1,0
1,08:46,5,1,0
1,08:47,4,1,0
1,08:48,3,1,0
1,08:49,2,1,0
1,08:50,1,1,0
1,08:51,15,2,1
1,08:52,14,2,3
1,08:53,13,2,1
1,08:54,12,2,1
1,08:55,11,2,3
1,08:56,10,2,3
1,08:57,9,2,3
1,08:58,8,2,1
