1,08:00,9,2,2
1,08:01,8,2,2
1,08:02,7,2,2
1,08:03,6,2,2
1,08:04,5,2,2
1,08:05,4,2,2
1,08:06,3,2,2
1,08:07,2,2,2
1,08:08,1,2,2
1,08:09,10,1,0
1,08:10,9,1,0
1,08:11,8,1,0
1,08:12,7,1,0
1,08:13,6,1,0
1,08:14,5,1,0
1,08:15,4,1,0
1,08:16,3,1,0
1,08:17,2,1,0
1,08:18,1,1,0
1,08:19,20,4,0
1,08:20,19,4,0
1,08:21,18,4,0
1,08:22,17,4,0
1,08:23,16,4,0
1,08:24,15,4,0
1,08:25,14,4,0
1,08:26,13,4,0
1,08:27,12,4,0
1,08:28,11,4,0
1,08:29,10,4,0
1,08:30,9,4,0
1,08:31,8,4,0
1,08:32,7,4,0
1,08:33,6,4,0
1,08:34,5,4,0
1,08:35,4,4,0
1,08:36,3,4,0
1,08:37,2,4,0
1,08:38,1,4,0
1,08:39,10,2,1
1,08:40,9,2,1
1,08:41,8,2,1
1,08:42,7,2,1
1,08:43,6,2,1
1,08:44,5,2,1
1,08:45,4,2,1
1,08:46,3,2,1
1,08:47,2,2,1
1,08:48,1,2,1
1,08:49,20,3,2
1,08:50,19,3,2
1,08:51,18,3,2
1,08:52,17,3,2
1,08:53,16,3,2
1,08:54,15,3,2
1,08:55,14,3,2
1,08:56,13,3,2
1,08:57,12,3,2
1,08:58,11,3,2
